1,4.618407117552696e-06,2750,0.8300000000000001,0.9,78.26739222850236
trial_number,rdc_lr,rdc_lr_step_size,rdc_lr_gamma,rdc_gamma,value
0,1.1508901118419962e-06,3250,0.87,0.9,77.6615610381388
3,1.256709320764015e-06,2750,0.8400000000000001,0.93,78.06097888828575
4,6.056912596731016e-05,3000,0.9299999999999999,0.92,77.49827150251622
2,9.715700097039709e-06,3250,0.61,0.99,78.03107048804246
5,2.636493568543669e-06,2750,0.94,0.92,77.02548278145863
6,2.9146245807442254e-06,1750,0.8500000000000001,0.9400000000000001,78.67655031151108
7,2.3414024676347377e-05,2500,0.61,0.9400000000000001,78.61290206794587
8,3.6406694915720286e-06,750,0.6,0.98,75.61970037293138
9,1.6360689037685862e-05,3000,0.53,0.9400000000000001,78.4828541232901
10,1.9542976959163535e-05,2250,0.67,0.97,78.62581750283542
11,7.34878813520248e-05,3250,0.72,0.97,79.14473487474359
12,3.6715518379046975e-06,750,0.62,0.98,75.8873234484975
13,3.3081170106012606e-05,2750,0.75,0.9,78.15186844939308
14,7.085453132398956e-06,4750,0.74,0.96,78.83888181145832
15,5.035273710535116e-05,1500,0.72,0.97,79.30131099855504
16,8.439760584848524e-05,4250,0.75,0.96,77.65153458063202
17,8.200103333999074e-05,4750,0.76,0.96,79.46974423586158
18,7.5802231972872315e-06,4750,0.74,0.96,78.33941866135807
19,9.124567388984983e-05,5000,0.75,0.96,78.43956164634326
20,8.18242548429676e-05,4000,0.72,0.96,78.8123752413749
21,5.3171719099285905e-05,1750,0.69,0.96,78.74422666938645
22,4.364620462818587e-05,1500,0.79,0.96,78.43568424078221
23,3.9569949838578274e-05,1500,0.8,0.9500000000000001,78.76025238947776
24,4.7080436364226596e-05,1250,0.8,0.99,78.67616729942509
25,4.462461564530426e-05,3750,0.6799999999999999,0.98,77.71454802463464
26,3.704090445188249e-05,3750,0.79,0.98,78.45587497536664
27,3.054593332644138e-05,3750,0.66,0.98,78.84602837571873
28,3.246096900935794e-05,3750,0.66,0.98,78.28521811794087
29,2.4894165212757635e-05,4000,0.67,0.98,78.04903154187099
30,6.977646612795827e-05,3750,0.65,0.97,77.4703153753301
31,2.7320409570476488e-05,4250,0.66,0.97,78.81058590636076
32,6.601779157274823e-05,2250,0.99,0.97,78.30537985182606
33,6.30819041963331e-05,2250,0.88,0.97,79.27919686339295
34,6.18200023104164e-05,2250,0.9,0.97,78.82661181925384
35,1.4467516490169908e-05,4500,0.55,0.97,78.16717805733937
36,1.4325748978142421e-05,3250,0.54,0.97,79.09063134137806
37,9.727031436409705e-05,3250,0.55,0.9500000000000001,78.17960402996357
38,1.34301097381483e-05,2000,0.9,0.9500000000000001,78.0925697997021
39,9.223929734350761e-05,3250,0.89,0.9500000000000001,79.23574819823062
40,9.711373179544929e-05,3250,0.71,0.9500000000000001,78.9499052091033
41,9.69290851632137e-05,2000,0.88,0.9500000000000001,78.3792472054234
42,1.6000294459943365e-06,1000,0.87,0.99,75.29876489276032
43,1.2682505596461511e-06,1000,0.8200000000000001,0.99,77.28246617351094
44,1.4749382827049677e-06,1000,0.86,0.93,78.06796367768082
45,6.959175787985854e-05,2500,0.87,0.93,78.71105127991264
46,6.85280454609711e-05,1000,0.8300000000000001,0.93,78.18549561609177
47,5.617988956901769e-05,3000,0.96,0.93,78.74089310194925
48,5.3944044909002675e-05,3000,0.95,0.93,78.90856963435473
49,5.450232380842995e-05,3000,0.94,0.9400000000000001,78.81734018661899
