1,128,512,73.89561931625437
3,128,512,73.98829509574146
4,128,256,77.0664959576778
2,256,256,59.68284726654848
trial_number,rdc_batch_size,rdc_hidden_dim,value
0,256,128,73.21300503706537
5,128,128,75.07293904665576
6,256,512,74.78040089562288
7,256,256,76.67353584755679
8,128,128,75.62805546564819
9,512,128,66.62501296826652
11,128,512,71.14292322862728
12,256,128,75.4663282372667
10,512,256,52.73642307183879
13,512,512,70.98465410283292
14,512,256,69.37983275620721
15,512,256,74.44051227543098
17,256,256,73.10149311698358
16,512,256,74.53056238728507
18,256,256,74.97754206196572
19,256,256,73.9337593338782
20,256,256,74.92788299352206
21,256,256,45.023480916321724
23,128,256,75.41728173842412
22,256,256,73.72893793688901
24,128,256,61.904818212527495
25,128,128,76.71700611351739
26,128,128,70.684634185238
27,128,128,76.7941363546164
28,128,128,76.86352217963737
29,128,128,56.42116281874625
30,128,128,76.85850014281957
31,128,128,71.16891925959426
32,128,128,74.46409042852562
33,128,128,76.5262523776616
34,128,128,75.26218453626879
35,128,128,76.5784516280854
36,128,128,74.46438081647734
37,128,128,70.86681310774615
38,128,128,75.52009030125275
39,128,128,76.214272606214
40,128,128,76.63315365545057
41,128,128,75.39894856651868
42,128,512,73.60728933167005
43,128,512,72.87736359749104
44,128,512,76.49474334210444
45,128,128,70.647694472504
46,128,512,68.92752799010574
47,128,128,73.71742803846179
48,128,128,74.99972394685615
49,128,128,68.3875838027001
