2,64,128,70.06545831495276
trial_number,rdc_batch_size,rdc_hidden_dim,value
0,64,64,75.36133173447679
4,128,512,76.6818674699865
3,256,64,73.08234738411957
1,512,256,76.91964672018995
5,64,64,75.61957122914389
7,128,128,76.72952646175835
8,64,512,76.8447691726297
6,512,512,73.18729338427582
10,128,128,76.05234475514358
9,256,128,76.10706905708548
11,64,64,74.81826988269248
12,256,64,64.54954939548588
13,128,256,77.04560061133927
14,512,256,75.0558473733165
15,512,256,71.68976628592551
16,512,256,76.87285321523674
17,512,256,66.1765321871051
18,512,256,76.56215860958781
20,128,256,76.78203151184009
21,128,256,74.96859737820344
22,128,256,76.37472840564371
19,512,256,76.31140435362497
23,128,256,66.88833526703777
24,128,256,46.96869669657112
25,512,256,75.87712411399268
26,512,256,77.02995646816876
27,512,256,76.19988893411053
28,512,256,76.37787917278692
29,512,256,69.9111786869209
30,512,256,77.01537785711393
33,256,512,68.07232328123806
31,512,256,76.78106182138637
34,256,512,69.97032303634919
32,512,256,70.18018292056266
35,512,256,76.0498934300366
36,512,256,73.28041007938648
37,512,256,74.92156172730878
38,512,256,67.11684996451129
39,512,256,69.99993876087879
40,64,64,71.83884830568942
41,64,64,75.00426186703639
42,64,64,75.36126303254746
43,64,128,73.53974329833724
44,64,128,71.82027245766128
45,512,128,76.99353724961468
46,512,128,74.85842288268297
47,512,128,55.89400661927649
48,512,128,73.36530272626987
49,512,512,75.53301421659837
