1,0.17500000000000002,0.9964401192139586,69.23330494417442
4,0.04,0.9741840659127614,71.3029973049822
trial_number,rdc_epsilon_end,rdc_epsilon_decay,value
0,0.132,0.954873790428121,75.28966764374691
3,0.118,0.9503156557526947,54.73100665495438
2,0.092,0.9598932023170688,74.39336089563893
6,0.156,0.971934032560766,73.86861904722636
5,0.01,0.9592231014956099,74.69970848895677
7,0.017,0.9962790450261044,69.77357771952146
8,0.127,0.969684335393376,74.61213774189554
9,0.063,0.9772073610052365,73.14829453611698
10,0.019000000000000003,0.9663122728035762,69.27089161834458
11,0.082,0.9567305706742023,76.20913094063341
12,0.065,0.9616090183076851,76.94344852520608
13,0.078,0.9702848403278249,75.50524414976431
14,0.089,0.9850243381764743,75.15065730651403
15,0.08,0.9504409175355959,73.14188008333286
16,0.089,0.9505180856273664,52.294997043559476
17,0.076,0.9846448178649917,75.44318327932447
18,0.056,0.9824001586371285,75.92441910094203
19,0.055,0.9600592735276451,56.59139027723313
20,0.053000000000000005,0.9609529430001023,76.27493479583025
21,0.053000000000000005,0.9629331963865475,66.29252527255389
22,0.049,0.9628661486295138,76.71971148994423
23,0.043000000000000003,0.9633054869760705,76.18364776035665
24,0.104,0.9634167903825009,70.38495429313755
25,0.041,0.9641668958138913,77.13936036715046
26,0.109,0.9558159848923401,72.8258253210653
27,0.037,0.963407581875292,69.97525860036365
28,0.033,0.966257523158719,75.89585232717702
29,0.033,0.9666264495055972,76.14445259338159
30,0.032,0.9675736537847247,70.29268248121596
31,0.032,0.9665665436557495,75.9163382727003
32,0.025,0.9683916382358625,75.19534217356356
33,0.066,0.9777613156773546,75.08058246344292
34,0.068,0.9770509603078869,77.01070865195325
35,0.067,0.9550610891097716,74.71346408590108
36,0.067,0.9535925728613361,74.85004790549218
37,0.062000000000000006,0.9535378400842889,74.70201528195507
38,0.047,0.9532466744865882,54.00180979231567
39,0.066,0.9538274308527362,74.9603182978327
40,0.046000000000000006,0.973867646188098,76.33614100165607
41,0.044000000000000004,0.973508275543342,74.37714810474782
42,0.044000000000000004,0.9740647845264202,70.77626157730063
43,0.17600000000000002,0.973400555780164,71.39543768857375
44,0.09999999999999999,0.992199405728897,70.62686616055153
45,0.045000000000000005,0.9738549637691672,76.84958745148727
46,0.15000000000000002,0.9777530719996702,76.84715916500046
47,0.14100000000000001,0.978554230295441,76.94484745052259
48,0.024,0.9781892223959777,74.55557481875556
49,0.14200000000000002,0.9795440916535709,75.34368869893105
