1,1.5,2.1,0.1,88.71806088768146
trial_number,rdc_reward_weight_demand,rdc_reward_weight_rebalancing,rdc_reward_weight_gini,value
0,1.7,1.6,0.05,68.12673835265831
2,1.7,1.9,0.15000000000000002,86.9019177553939
4,0.8,1.0,0.1,87.97724176945047
3,1.7,0.4,0.15000000000000002,79.8269202900946
5,0.7,0.5,0.1,73.2216886278861
6,1.4000000000000001,0.6000000000000001,0.15000000000000002,81.23827689695445
7,1.1,1.1,0.0,84.7840591687911
8,1.7,1.2000000000000002,0.2,73.28553253264606
9,0.4,2.1,0.2,87.7694178250865
10,0.6000000000000001,0.7000000000000001,0.15000000000000002,65.81576014521019
11,0.2,1.6,0.2,90.09063820774796
12,1.0,0.5,0.05,84.83794136354108
13,1.4000000000000001,1.6,0.15000000000000002,77.56903534781846
14,1.2,1.6,0.0,88.25334053155485
15,1.0,1.6,0.05,83.63207538930658
16,0.2,1.6,0.05,95.64299436361866
17,0.2,1.7000000000000002,0.05,95.00441421627525
18,0.2,2.2,0.05,94.77414877933822
19,0.30000000000000004,2.2,0.05,93.6704933559545
20,0.30000000000000004,2.2,0.2,86.49331027527782
21,0.2,1.4,0.05,90.7233940210717
22,0.2,1.9,0.05,96.03778519431395
23,0.4,1.9,0.0,91.38665022015384
24,0.5,1.4,0.0,88.1986485504888
25,0.5,1.9,0.0,92.41204734924625
26,0.5,1.9,0.0,93.33970196574276
27,0.5,1.9,0.0,93.8758387679841
28,0.5,1.9,0.0,87.46364653045012
29,0.5,1.9,0.1,84.49617857129496
30,0.8,1.8000000000000003,0.1,85.9946637065369
31,0.30000000000000004,1.8000000000000003,0.1,87.85999929689524
32,0.8,1.7000000000000002,0.1,88.52600483808854
33,0.8,1.7000000000000002,0.1,81.31088199757994
34,0.8,1.7000000000000002,0.05,86.03939188792076
35,0.2,1.7000000000000002,0.05,91.70328869089386
36,0.2,2.1,0.05,93.50675313747493
37,0.2,1.4,0.05,95.02795215536945
38,0.2,2.1,0.05,91.8197992630451
39,0.2,2.1,0.05,97.1520496838518
40,0.30000000000000004,2.1,0.05,92.11320271193878
41,0.30000000000000004,2.0,0.05,95.60744681812373
42,0.4,1.4,0.05,86.38996968094297
43,0.4,1.4,0.05,85.4444127921873
44,0.4,1.4,0.05,91.78168027343716
45,0.4,1.4,0.05,83.35474972239231
46,0.4,1.4,0.05,92.99749878218617
47,0.4,0.9,0.05,82.97862715167045
48,0.30000000000000004,2.0,0.1,92.059617705623
49,0.30000000000000004,0.9,0.1,89.49871454162424
