1,5000,0.8,0.6,200000,0.005,97.80463916767357
2,20000,0.5,0.2,50000,0.001,94.15762982380431
trial_number,rdc_replay_buffer_capacity,rdc_replay_buffer_alpha,rdc_replay_buffer_beta_start,rdc_replay_buffer_beta_frames,rdc_tau,value
0,10000,0.8,0.5,100000,0.01,92.63241538262754
4,10000,0.7,0.6,150000,0.001,94.9398116800917
3,15000,0.3,0.4,150000,0.002,95.81083993077941
5,20000,0.6000000000000001,0.2,100000,0.001,96.29072525212662
6,5000,0.7,0.30000000000000004,50000,0.007,97.00226647648672
7,15000,0.8,0.2,150000,0.005,96.919284046112
8,15000,0.4,0.5,50000,0.007,98.27620623959375
9,10000,0.7,0.30000000000000004,50000,0.002,97.35292203481734
10,10000,0.8,0.5,50000,0.001,96.26685963851298
11,10000,0.5,0.6,200000,0.001,94.89462202366194
12,15000,0.7,0.4,50000,0.005,97.17272595366958
13,5000,0.5,0.2,50000,0.006,97.86929820672904
14,15000,0.3,0.5,100000,0.008,97.86246401609864
15,5000,0.4,0.6,200000,0.006,97.9940323116633
16,5000,0.4,0.5,200000,0.006,97.43789271568254
17,5000,0.3,0.5,200000,0.007,97.71239511433907
18,5000,0.3,0.5,100000,0.007,98.00082869407223
19,5000,0.4,0.30000000000000004,100000,0.007,97.51400018829041
20,20000,0.4,0.5,200000,0.009000000000000001,95.29718244842388
21,20000,0.4,0.6,150000,0.009000000000000001,97.65804940961252
22,20000,0.4,0.6,150000,0.009000000000000001,98.19662820003795
23,20000,0.4,0.4,100000,0.009000000000000001,96.49257942933522
24,20000,0.4,0.4,100000,0.009000000000000001,97.37839439831423
25,15000,0.4,0.6,150000,0.004,96.77120185334597
26,15000,0.3,0.6,100000,0.004,95.0360939522005
27,15000,0.3,0.4,100000,0.008,97.36752548247779
28,15000,0.3,0.5,150000,0.008,97.83648997038605
29,15000,0.3,0.6,150000,0.008,97.00848965667356
30,15000,0.3,0.5,150000,0.008,97.37553792465674
31,15000,0.3,0.5,150000,0.008,97.25282598740804
32,10000,0.5,0.5,150000,0.01,96.5293313205866
33,10000,0.5,0.5,150000,0.01,95.77198461426512
34,10000,0.6000000000000001,0.5,50000,0.007,95.15203331568709
35,10000,0.5,0.6,200000,0.01,97.26696090556126
36,10000,0.5,0.6,200000,0.01,97.69518911426312
37,5000,0.5,0.6,200000,0.006,97.2823056334683
38,5000,0.6000000000000001,0.6,200000,0.006,96.81043783863836
39,5000,0.4,0.6,200000,0.006,97.01150492649899
40,5000,0.4,0.6,200000,0.006,98.01279518216774
41,5000,0.4,0.6,50000,0.006,97.57717409329314
42,5000,0.4,0.6,50000,0.004,96.71373532641036
43,20000,0.4,0.6,50000,0.004,96.94432957897756
44,20000,0.4,0.6,50000,0.004,96.86151282889338
45,5000,0.4,0.6,200000,0.004,98.24886543511079
46,5000,0.4,0.6,200000,0.004,96.35273534650366
47,5000,0.4,0.6,200000,0.005,97.705712349018
48,5000,0.4,0.6,200000,0.005,97.09141766759572
49,5000,0.3,0.4,200000,0.005,97.7041930221625
