4,32447,0.5,0.44000000000000006,35155,0.07212743575389645,71.62393100607237
trial_number,rdc_replay_buffer_capacity,rdc_replay_buffer_alpha,rdc_replay_buffer_beta_start,rdc_replay_buffer_beta_frames,rdc_tau,value
0,20796,0.1,0.21000000000000002,1745,0.01027554012257174,73.43135086534008
1,3111,0.8,0.29000000000000004,1845,0.0006345521654884566,75.2570068787123
2,2787,0.4,0.45999999999999996,23671,0.008983778760098714,76.24048367360886
3,5020,0.30000000000000004,0.14,46540,0.00640381466380065,48.73460706088047
5,30066,0.30000000000000004,0.14,13732,0.04405262343226133,71.7419346167301
6,24516,0.8,0.27,37044,0.02296950757501537,73.33925424105493
7,5314,0.5,0.32,17121,0.059090121600317666,68.25096509900564
8,3547,0.0,0.41000000000000003,8083,0.07715885605477113,76.26780801742615
9,1785,0.8,0.31,4815,0.0014863351850398976,46.88356547379438
10,3765,0.0,0.47,1439,0.03256585535328354,73.85168405112248
11,1988,0.1,0.51,25831,0.02519808616352009,75.82920165223058
12,2307,0.8,0.4,23644,0.0012261085813426696,74.0249129167608
13,2513,0.2,0.33,4496,0.000820089242952894,69.21574445381697
14,11728,0.0,0.55,6030,0.0024854174939943374,76.2110541074176
15,1155,0.2,0.55,5716,0.003815798072953405,75.86250774835813
16,1058,0.6000000000000001,0.4,6683,0.004011287117425588,75.74815979661601
17,1053,0.6000000000000001,0.55,7817,0.004492809243270121,71.86260028227403
18,1041,0.6000000000000001,0.55,8586,0.004052532843445054,74.89856168938749
19,1062,0.6000000000000001,0.39,10747,0.00811004544988024,76.02204139185764
20,8212,0.6000000000000001,0.39,10295,0.01190527793229262,74.63647151382001
21,9147,0.6000000000000001,0.4,12811,0.012847203021631486,75.37066573230962
22,8168,0.4,0.39,11513,0.011442272143726916,71.16596386271924
23,8339,0.4,0.38,3143,0.0134594010074089,76.54610410541716
24,9066,0.4,0.47,3055,0.014014817395418632,74.70398672843054
25,10703,0.0,0.47,3346,0.0020194330401912316,77.1198821784145
26,12555,0.0,0.48,2956,0.0020273139107354434,52.645241083080144
27,13552,0.0,0.48,3058,0.00215727489116163,75.42870022343948
28,16085,0.4,0.45999999999999996,3201,0.09481617492224077,66.43747946646668
29,16402,0.30000000000000004,0.45000000000000007,3109,0.019449791493461068,76.40643869614132
30,15200,0.1,0.35,2893,0.0915257203701467,70.77474637039992
31,17684,0.1,0.36,2978,0.09880034967834639,75.84713418948992
32,17111,0.1,0.36,2409,0.09439256084294936,73.93253387817013
33,45512,0.1,0.36,2087,0.019184219110969153,75.3414868716395
34,17578,0.2,0.36,1066,0.01904384448562401,70.69757638195145
35,20472,0.2,0.43000000000000005,1832,0.019326562145798306,75.08422636995283
36,5969,0.2,0.43000000000000005,2075,0.02292369777398804,77.11001176399522
37,5688,0.2,0.43000000000000005,1145,0.0186290534928528,71.88947463707395
38,6054,0.2,0.44000000000000006,1175,0.040059206900277464,76.68984792400343
39,5856,0.30000000000000004,0.43000000000000005,4380,0.04192985326961996,72.3825547504283
40,5959,0.30000000000000004,0.51,4354,0.04210616295028846,71.37780793467172
41,4964,0.30000000000000004,0.51,4046,0.006248782903862475,75.56125696540087
42,6667,0.30000000000000004,0.44000000000000006,4377,0.03801030615241152,75.14419644205876
43,4296,0.30000000000000004,0.51,1460,0.036636574705274066,74.47375178855222
44,6932,0.5,0.26,1555,0.005904161331043437,75.80833193125801
45,4017,0.30000000000000004,0.51,1472,0.005869990522386831,76.07095528658216
46,4230,0.4,0.44000000000000006,1454,0.03626547291962909,76.08602148333298
47,10173,0.5,0.28,1372,0.028296363311266583,76.90047130011408
48,11084,0.5,0.28,1466,0.05636168177013957,76.92291421622615
49,10916,0.4,0.19,2301,0.05851445216179749,74.83449941392266
