3,512,64,75.55293655975055
1,256,64,75.78514754407158
trial_number,rdc_batch_size,rdc_hidden_dim,value
0,256,512,78.66833180353566
4,128,128,77.79118525265821
2,64,128,73.31315359745638
6,256,64,77.86696776003126
5,128,64,75.46719491931896
9,128,256,78.2125631189878
7,128,512,78.22395369476831
8,64,512,78.46598846170443
10,512,64,76.13337888735758
11,512,512,78.50517940730668
13,512,128,77.73218175657868
14,256,512,78.43075203300242
12,64,256,78.87076979723793
16,512,512,78.7707403272729
15,64,512,77.57209187322137
17,256,512,78.69493708080503
18,256,512,78.67680062122774
19,64,256,76.23881140709781
20,64,256,77.74655541287675
21,64,256,77.85939197924935
24,512,256,77.69806712757322
22,64,256,77.73818314000258
23,64,256,77.92818712209151
26,512,256,78.75884521360958
27,512,512,78.6149081819694
25,512,256,78.15792412035296
29,512,512,78.73570019836188
28,256,512,78.97447086273827
30,512,256,78.37350875811524
31,512,256,79.01000723060822
32,512,256,77.86686522839963
33,512,256,78.84497077438455
34,256,512,78.65681460774447
35,256,256,77.86167691635623
36,256,512,79.45317470258367
37,256,128,77.46509716162298
38,256,256,78.66811218720892
39,256,128,78.10315056682794
40,256,128,77.55582968770408
41,256,128,78.03316070490692
42,256,128,78.35527748579214
43,256,128,78.6531459413051
44,128,64,76.16214678290899
45,128,64,73.04167835560152
46,128,64,76.6939678980382
48,128,64,75.53546276902678
47,128,64,74.90608539760652
49,128,64,71.48617620475224
