4,3.370564529890885e-06,2250,0.88,0.998,70.73976393306457
1,1.0771337416189487e-06,3250,0.89,0.968,74.6560300776197
3,1.7399171473438135e-06,2000,0.93,0.9510000000000001,71.83256706832053
2,9.812326806816972e-06,3000,0.97,0.9610000000000001,74.2729583782147
trial_number,rdc_lr,rdc_lr_step_size,rdc_lr_gamma,rdc_gamma,value
0,1.3765833954291858e-06,4250,0.91,0.9480000000000001,53.716664436609314
5,1.4135511831480069e-06,3250,0.96,0.909,69.34383937594205
6,1.1646105149194116e-06,4750,0.93,0.9470000000000001,73.91462646424515
7,9.88505571751328e-06,2250,0.97,0.901,73.6231877175431
8,2.025855810038006e-06,2000,0.94,0.915,75.04225637340086
9,7.266194726371045e-06,2250,0.88,0.982,75.02510279533246
10,3.68158351356055e-06,4750,0.93,0.9690000000000001,74.01330536329422
11,1.1487957988321543e-06,4500,0.96,0.914,74.52607188157626
12,2.2185578088467717e-06,2000,0.93,0.98,67.54761909706228
13,2.026548035399605e-06,4500,0.94,0.924,76.61546724377675
14,2.6536442953653466e-06,4000,0.99,0.926,71.23186623641963
15,6.418925533596239e-06,2750,0.95,0.918,73.40490301842341
16,5.620840812103661e-06,2750,0.99,0.927,74.59685419474506
17,5.352709973970393e-06,2750,0.99,0.931,71.72142557966359
18,2.3994400145371857e-06,4000,0.99,0.927,70.42321762433637
19,1.9171027626843407e-06,3750,0.91,0.932,74.27375461807023
20,2.009390633396641e-06,3750,0.91,0.933,74.0567483685122
21,2.0085375244482694e-06,3750,0.91,0.934,75.20955887214406
22,2.0099621216313834e-06,4000,0.91,0.9,73.34441413559261
23,1.9242084149817637e-06,3750,0.91,0.9390000000000001,76.28914864399938
24,4.15808350722854e-06,5000,0.91,0.9,74.88566209904818
25,2.904747952253432e-06,5000,0.95,0.997,76.70133040221988
26,2.938925993670962e-06,5000,0.94,0.9400000000000001,74.07908296288201
27,1.5856341240153768e-06,5000,0.95,0.9410000000000001,76.72207077439757
28,1.5676521341110977e-06,5000,0.9,0.9400000000000001,72.18472741733133
29,1.5661637316950157e-06,3500,0.9,0.9410000000000001,74.66681542659423
30,2.666330172074036e-06,5000,0.94,0.9390000000000001,73.82553974327223
31,1.551465966821786e-06,4500,0.95,0.997,77.10394806736122
32,1.5470880113892265e-06,4500,0.95,0.994,76.96749750255117
33,1.3670527918615455e-06,4500,0.95,0.9510000000000001,76.61078821711772
34,4.266001916867562e-06,4500,0.95,0.997,62.21679987768415
35,1.3580061231164478e-06,4500,0.95,0.9580000000000001,77.07622814790575
36,1.2701076873637909e-06,4500,0.95,0.999,76.30664299421595
37,1.3264269777332583e-06,4500,0.95,0.999,75.76640074388709
38,1.0441592995582588e-06,4750,0.96,0.999,74.76855057997128
39,1.3015343668262314e-06,4750,0.97,0.991,75.78344537663865
40,1.0634587795326202e-06,4250,0.97,0.988,76.69061721741431
41,1.0206667764911629e-06,4250,0.97,0.989,75.5437603683282
42,1.6252122183472464e-06,4250,0.97,0.989,76.43772303573449
43,1.5940541463393312e-06,4250,0.97,0.989,75.8237212418173
44,1.7429904319509239e-06,4250,0.98,0.9570000000000001,69.68500807196838
45,1.6221153449231266e-06,4250,0.96,0.97,76.15504175519054
46,1.584794533390538e-06,4750,0.96,0.97,73.93230517219321
47,1.7579748308796462e-06,4750,0.96,0.972,76.04784812862485
48,1.7507176228457857e-06,4750,0.96,0.9580000000000001,77.03165561248707
49,1.1858056727243093e-06,4750,0.96,0.972,76.02689462958794
