Wall time,Step,Value
1753202953.9761853,4,70.81973266601562
1753203030.2859445,18,69.5975341796875
1753203149.3131788,40,68.82943725585938
1753203186.7731907,47,71.39913940429688
1753203268.2878637,62,73.9438705444336
1753203273.7250948,63,70.96575927734375
1753203318.1002612,71,74.58932495117188
1753203351.0653765,77,71.5247573852539
1753203377.8974857,82,72.00879669189453
1753203416.5788355,89,73.90303039550781
1753203493.4453006,103,72.83629608154297
1753203515.830047,107,69.73250579833984
1753203594.3232608,121,70.15740203857422
1753203633.5952382,128,70.21980285644531
1753203644.5890458,130,72.80591583251953
1753203794.2463229,157,70.47986602783203
1753203811.145698,160,69.4037094116211
1753203821.884984,162,76.88397979736328
1753203833.3989816,164,73.74400329589844
1753203877.9518082,172,75.29772186279297
1753203983.718484,191,72.39253234863281
1753204050.5946746,203,73.84223937988281
1753204061.8362849,205,74.56736755371094
1753204195.0681415,229,72.15100860595703
1753204279.965847,244,72.88899993896484
1753204285.534406,245,71.07148742675781
1753204364.3639202,259,75.39163970947266
1753204431.1663952,271,75.18034362792969
1753204448.1993725,274,75.91232299804688
1753204493.7530212,282,71.70494079589844
1753204510.7016435,285,74.22637176513672
1753204567.8117673,295,74.99609375
1753204687.950211,316,73.52933502197266
1753204705.1771984,319,72.14493560791016
1753204722.750985,322,76.02189636230469
1753204858.7581441,346,73.10195922851562
1753204927.9461467,358,74.25289154052734
1753204962.1934714,364,72.7520751953125
1753204973.965398,366,73.57601165771484
1753205042.658667,378,74.3960189819336
1753205089.2476265,386,72.73143005371094
1753205112.5897589,390,74.34244537353516
1753205180.772188,402,74.27149200439453
1753205256.701556,415,73.21047973632812
1753205296.2385004,422,72.3116683959961
1753205377.0948484,436,75.03927612304688
1753205383.0432537,437,73.58879852294922
1753205394.1976843,439,75.69252014160156
1753205433.2935698,446,74.05393981933594
1753205520.3840938,461,76.28931427001953
1753205543.6623058,465,75.61677551269531
1753205601.0858748,475,76.85384368896484
1753205628.9272933,480,75.39279174804688
1753205634.922848,481,75.58085632324219
1753205669.7184424,487,75.17495727539062
1753205804.0147932,510,77.01058959960938
1753205815.598057,512,75.01609802246094
1753205821.4131408,513,75.5098648071289
1753205844.6417472,517,75.38030242919922
1753205937.6596375,533,76.24372863769531
1753205967.0537689,538,73.88060760498047
1753205978.8263392,540,75.0433578491211
1753206049.8606956,552,76.77732849121094
1753206073.1584716,556,81.6810302734375
1753206108.5674453,562,73.93733978271484
1753206273.2718294,590,75.91204071044922
1753206297.2389557,594,75.29447174072266
1753206308.9443972,596,76.82962799072266
1753206502.4506555,628,74.90153503417969
1753206508.5182126,629,75.65531921386719
1753206556.4298904,637,74.49494171142578
1753206592.685304,643,76.56098937988281
