Wall time,Step,Value
1752604199.9530294,8800,0.1546732783317566
1752604331.5412905,16800,0.03571723774075508
1752604462.8060975,24800,0.026212075725197792
1752604594.6119478,32800,0.02231783978641033
1752604733.1631212,41600,0.018225988373160362
1752604864.9676747,49600,0.016265660524368286
1752604996.4257348,57600,0.01507181953638792
1752605126.5886912,65600,0.013298999518156052
1752605265.638585,74400,0.013172607868909836
1752605395.8433094,82400,0.012478266842663288
1752605526.3060594,90400,0.01052170991897583
1752605658.5695174,98400,0.010233115404844284
1752605797.2082853,107200,0.00985836423933506
1752605929.2965362,115200,0.00874592550098896
1752606060.286287,123200,0.009166376665234566
1752606191.1345096,131200,0.009029894135892391
1752606326.504123,140000,0.008035698905587196
1752606457.9827595,148000,0.007398689165711403
1752606590.096734,156000,0.006970478221774101
1752606721.9714081,164000,0.006600013002753258
1752606861.453791,172800,0.007790571544319391
1752606993.050608,180800,0.0066679539158940315
1752607124.6436973,188800,0.006046426482498646
1752607256.8392622,196800,0.0058791013434529305
1752607394.5248766,205600,0.005925275851041079
1752607527.2959094,213600,0.006034014280885458
1752607658.5618463,221600,0.005255961325019598
1752607790.4528756,229600,0.005732023157179356
1752607922.7279932,237600,0.005775265861302614
1752608060.716156,246400,0.005735042039304972
1752608191.9788377,254400,0.004522115923464298
1752608323.4879253,262400,0.004884612746536732
1752608455.847873,270400,0.004548839759081602
1752608595.7226744,279200,0.004746545571833849
1752608727.37819,287200,0.004299798049032688
1752608859.8946908,295200,0.004854664672166109
1752608992.8815534,303200,0.005100194364786148
1752609131.620523,312000,0.004713462200015783
1752609264.4966247,320000,0.003930534701794386
1752609396.2120564,328000,0.003925552126020193
1752609526.5704947,336000,0.004023818299174309
1752609666.2819967,344800,0.004366863053292036
1752609797.2621791,352800,0.0034561296924948692
1752609929.7188268,360800,0.0039915842935442924
1752610059.783843,368800,0.0038101258687675
1752610198.507221,377600,0.00403954554349184
1752610329.463566,385600,0.0034697246737778187
1752610460.1729124,393600,0.0040648444555699825
1752610591.804367,401600,0.004415616858750582
1752610730.482776,410400,0.003765878966078162
1752610860.1481113,418400,0.003581439610570669
1752610988.9238427,426400,0.0032169136684387922
1752611119.719945,434400,0.0032611084170639515
1752611251.0979774,442400,0.0035309339873492718
1752611390.98408,451200,0.0032213132362812757
1752611522.3186488,459200,0.0035735685378313065
1752611654.1871505,467200,0.0029396472964435816
1752611783.5523736,475200,0.0036244068760424852
1752611921.5968928,484000,0.0031025735661387444
1752612052.7063603,492000,0.0028839593287557364
1752612183.599333,500000,0.0026481091044843197
1752612315.0619755,508000,0.002691821428015828
1752612454.0518348,516800,0.003480300074443221
1752612586.2081633,524800,0.0031481978949159384
1752612715.9231129,532800,0.0028010543901473284
1752612848.337454,540800,0.0033681425265967846
1752612986.5898998,549600,0.00275769573636353
1752613118.4032407,557600,0.003256984055042267
1752613250.083388,565600,0.0024684309028089046
1752613382.748402,573600,0.002779977861791849
1752613520.8322499,582400,0.0021780268289148808
1752613652.8562386,590400,0.0031015460845083
1752613784.9965868,598400,0.0028412300162017345
1752613916.8274393,606400,0.003255049232393503
1752614055.094412,615200,0.002976941177621484
1752614188.5927083,623200,0.002456005895510316
1752614320.1678603,631200,0.0030074568931013346
1752614452.4281049,639200,0.0024010713677853346
1752614585.0550988,647200,0.0023593681398779154
1752614723.8856938,656000,0.0026395837776362896
1752614855.3914251,664000,0.002504595322534442
1752614986.1836758,672000,0.0024747441057115793
1752615117.0901024,680000,0.0028158784843981266
1752615256.2856605,688800,0.0024951137602329254
1752615387.6835148,696800,0.0026244737673550844
1752615520.6666746,704800,0.0023637362755835056
1752615652.0593867,712800,0.0023346205707639456
1752615791.2181041,721600,0.003122730879113078
1752615921.950659,729600,0.0023670601658523083
1752616055.1127918,737600,0.0022655015345662832
1752616183.3555853,745600,0.0020749082323163748
1752616322.246177,754400,0.0025158298667520285
1752616452.912004,762400,0.002345944056287408
1752616584.1662183,770400,0.002174624241888523
1752616714.1822832,778400,0.002475797664374113
1752616854.0527277,787200,0.0021045845933258533
1752616985.6876578,795200,0.002396807773038745
1752617116.7208922,803200,0.0019747596234083176
1752617248.868208,811200,0.0022539508063346148
1752617388.3099835,820000,0.0024128558579832315
1752617519.5111084,828000,0.0025393806863576174
1752617650.9723356,836000,0.002042933600023389
1752617782.2005715,844000,0.0021533130202442408
1752617913.946508,852000,0.002515384927392006
1752618051.7383678,860800,0.0024895293172448874
1752618184.9461374,868800,0.0018226717365905643
1752618317.367802,876800,0.002245282521471381
1752618448.3500652,884800,0.002116777468472719
1752618588.2705457,893600,0.0020430961158126593
1752618719.0518959,901600,0.0019408127991482615
1752618851.8126926,909600,0.0019144503166899085
1752618982.7074232,917600,0.0021222452633082867
1752619123.6198025,926400,0.002001758199185133
1752619254.6021929,934400,0.002172776497900486
1752619385.7344398,942400,0.002613684395328164
1752619518.2186484,950400,0.0022797498386353254
1752619658.1578119,959200,0.0018567567458376288
1752619789.0760448,967200,0.0025098316837102175
1752619920.3922064,975200,0.0016911538550630212
1752620052.77962,983200,0.002314024604856968
1752620191.2059617,992000,0.0017766122473403811
1752620323.6474407,1000000,0.002371927024796605
