trial,seed,configuration,manual_rebalancing,incentive_rebalancing,fleet_size,mean_satisfied_ratio,mean_rebalanced_vehicles_manually,mean_rebalanced_vehicles_incentives,max_satisfied_ratio,min_satisfied_ratio,mean_gini_index
0,15795,HRL_Both_Enabled_900,True,True,900,0.6037610192536621,3.5325,55.085,1.0,0.23217665615141955,0.5968660748377244
0,15795,HRL_Manual_Only_900,True,False,900,0.840744908307602,7.5425,0.0,1.0,0.30914826498422715,0.29067128675066817
0,15795,HRL_Incentive_Only_900,False,True,900,0.546529560001228,0.0,55.525,1.0,0.17981072555205047,0.6798928407789233
0,15795,HRL_Both_Enabled_600,True,True,600,0.4876742141126326,5.615,54.0525,1.0,0.16466876971608832,0.6604531214203897
0,15795,HRL_Manual_Only_600,True,False,600,0.7236123411000954,5.9125,0.0,1.0,0.21514195583596216,0.3553354238258878
0,15795,HRL_Incentive_Only_600,False,True,600,0.4968653876750977,0.0,55.3375,1.0,0.13123028391167194,0.6927766036655213
0,15795,HRL_Both_Enabled_1200,True,True,1200,0.652785757571924,4.5325,55.5825,1.0,0.2883280757097792,0.5814735681557848
0,15795,HRL_Manual_Only_1200,True,False,1200,0.8971523563015257,7.5125,0.0,1.0,0.39558359621451106,0.27368838774341353
0,15795,HRL_Incentive_Only_1200,False,True,1200,0.5655184723523946,0.0,56.49,1.0,0.21261829652996844,0.677002033218786
1,860,HRL_Both_Enabled_900,True,True,900,0.6498057281901817,5.6025,54.6975,1.0,0.244794952681388,0.5440748949980909
1,860,HRL_Manual_Only_900,True,False,900,0.8398779354817018,7.3075,0.0,1.0,0.31041009463722397,0.3047734249713631
1,860,HRL_Incentive_Only_900,False,True,900,0.5325880983026465,0.0,55.755,1.0,0.1665615141955836,0.6777364261168384
1,860,HRL_Both_Enabled_600,True,True,600,0.47817517122092007,4.94,54.1375,0.9333333333333333,0.17350157728706625,0.6676702462772051
1,860,HRL_Manual_Only_600,True,False,600,0.7018115903828831,5.4575,0.0,1.0,0.20189274447949526,0.36840684421534947
1,860,HRL_Incentive_Only_600,False,True,600,0.4929763488073148,0.0,53.8725,0.9,0.13249211356466878,0.6842037227949601
1,860,HRL_Both_Enabled_1200,True,True,1200,0.6246228471544701,3.8825,55.975,1.0,0.24037854889589905,0.5917684707903781
1,860,HRL_Manual_Only_1200,True,False,1200,0.8957758873608241,7.0975,0.0,1.0,0.39936908517350156,0.2806466494845361
1,860,HRL_Incentive_Only_1200,False,True,1200,0.5709739438089065,0.0,56.805,0.9473684210526315,0.216403785488959,0.6671736683848798
2,76820,HRL_Both_Enabled_900,True,True,900,0.6390021740849045,5.4375,55.0625,1.0,0.2391167192429022,0.5756884306987399
2,76820,HRL_Manual_Only_900,True,False,900,0.839539760270525,7.8475,0.0,1.0,0.3110410094637224,0.2891326078655975
2,76820,HRL_Incentive_Only_900,False,True,900,0.5352728146371895,0.0,56.495,0.9090909090909091,0.16782334384858044,0.6988507636502481
2,76820,HRL_Both_Enabled_600,True,True,600,0.4622088512594161,4.9475,53.985,0.9333333333333333,0.1589905362776025,0.6801384879725088
2,76820,HRL_Manual_Only_600,True,False,600,0.6998681374046908,6.6275,0.0,1.0,0.2138801261829653,0.3721723654066439
2,76820,HRL_Incentive_Only_600,False,True,600,0.4972306913615562,0.0,54.3925,0.9090909090909091,0.1362776025236593,0.6939829896907219
2,76820,HRL_Both_Enabled_1200,True,True,1200,0.6375824556669845,4.225,56.0725,1.0,0.22580645161290322,0.6017732388316152
2,76820,HRL_Manual_Only_1200,True,False,1200,0.8979696461487834,7.325,0.0,1.0,0.4031545741324921,0.26724471649484544
2,76820,HRL_Incentive_Only_1200,False,True,1200,0.5590838974533481,0.0,56.815,0.9333333333333333,0.21009463722397476,0.6696523482245134
3,54886,HRL_Both_Enabled_900,True,True,900,0.6010145605915587,3.795,55.4775,1.0,0.22712933753943218,0.596315005727377
3,54886,HRL_Manual_Only_900,True,False,900,0.8348616951334299,7.38,0.0,1.0,0.3110410094637224,0.3027525391370752
3,54886,HRL_Incentive_Only_900,False,True,900,0.5358640099644516,0.0,55.8875,1.0,0.16466876971608832,0.6768184039709815
3,54886,HRL_Both_Enabled_600,True,True,600,0.4857820774815738,5.4475,53.63,0.9555555555555556,0.1665615141955836,0.6445780068728524
3,54886,HRL_Manual_Only_600,True,False,600,0.7171103878862084,5.8425,0.0,1.0,0.22145110410094637,0.3711436712485683
3,54886,HRL_Incentive_Only_600,False,True,600,0.5076169946922782,0.0,54.825,0.8666666666666667,0.13943217665615143,0.6848714776632303
3,54886,HRL_Both_Enabled_1200,True,True,1200,0.6601299213324097,4.9075,55.365,1.0,0.28454258675078864,0.5758510738831616
3,54886,HRL_Manual_Only_1200,True,False,1200,0.8955333441896204,7.5,0.0,1.0,0.3968454258675079,0.2702752720504009
3,54886,HRL_Incentive_Only_1200,False,True,1200,0.5600485327766707,0.0,55.9375,0.9649122807017544,0.1935483870967742,0.657991881443299
4,6265,HRL_Both_Enabled_900,True,True,900,0.579881497210605,4.4075,55.1025,1.0,0.0967741935483871,0.597208667430317
4,6265,HRL_Manual_Only_900,True,False,900,0.839844267908742,7.5075,0.0,1.0,0.31041009463722397,0.2966948835433372
4,6265,HRL_Incentive_Only_900,False,True,900,0.5345505712632898,0.0,56.0025,0.9411764705882353,0.15962145110410095,0.677795895379916
4,6265,HRL_Both_Enabled_600,True,True,600,0.491746576000451,5.675,53.3075,1.0,0.14285714285714285,0.6361800687285225
4,6265,HRL_Manual_Only_600,True,False,600,0.7595867425251754,8.535,0.0,1.0,0.232807570977918,0.3403671534936999
4,6265,HRL_Incentive_Only_600,False,True,600,0.48986523202172144,0.0,54.87,0.85,0.13501577287066246,0.7027437285223368
4,6265,HRL_Both_Enabled_1200,True,True,1200,0.6369460415665241,4.025,56.0225,1.0,0.25488958990536276,0.5863334908361972
4,6265,HRL_Manual_Only_1200,True,False,1200,0.8946718680771133,7.165,0.0,1.0,0.3917981072555205,0.2847095933562429
4,6265,HRL_Incentive_Only_1200,False,True,1200,0.5742495114762469,0.0,56.2425,1.0,0.2252365930599369,0.6678126718213059
5,82386,HRL_Both_Enabled_900,True,True,900,0.5853400535489738,3.1725,56.1125,1.0,0.22334384858044165,0.6224841351660939
5,82386,HRL_Manual_Only_900,True,False,900,0.8354385247669924,7.3,0.0,1.0,0.3173501577287066,0.30005267277586867
5,82386,HRL_Incentive_Only_900,False,True,900,0.5338140170048576,0.0,55.1425,0.8705882352941177,0.17034700315457413,0.6911173157693777
5,82386,HRL_Both_Enabled_600,True,True,600,0.4468548105733693,4.9325,54.275,1.0,0.16277602523659307,0.6835620561282935
5,82386,HRL_Manual_Only_600,True,False,600,0.7046503886545596,5.955,0.0,1.0,0.21451104100946372,0.3691612542955327
5,82386,HRL_Incentive_Only_600,False,True,600,0.5050708540449164,0.0,54.5775,0.8666666666666667,0.14069400630914827,0.6861245131729669
5,82386,HRL_Both_Enabled_1200,True,True,1200,0.6527131264669052,5.1375,55.6175,1.0,0.26813880126182965,0.5847500429553265
5,82386,HRL_Manual_Only_1200,True,False,1200,0.8896743135084247,7.095,0.0,1.0,0.3924290220820189,0.2910581901489119
5,82386,HRL_Incentive_Only_1200,False,True,1200,0.5800270529142908,0.0,57.055,1.0,0.2220820189274448,0.6470707760595649
6,37194,HRL_Both_Enabled_900,True,True,900,0.620509131275264,4.5175,56.2925,1.0,0.21892744479495269,0.5915404352806415
6,37194,HRL_Manual_Only_900,True,False,900,0.8379128871973535,7.27,0.0,1.0,0.305993690851735,0.298214833906071
6,37194,HRL_Incentive_Only_900,False,True,900,0.5426946927651097,0.0,56.0275,0.9090909090909091,0.17854889589905362,0.6855447117220314
6,37194,HRL_Both_Enabled_600,True,True,600,0.554345237400021,6.42,54.2525,1.0,0.1968454258675079,0.5788472794959909
6,37194,HRL_Manual_Only_600,True,False,600,0.7021045916775286,5.685,0.0,1.0,0.22334384858044165,0.3786707331042383
6,37194,HRL_Incentive_Only_600,False,True,600,0.49502752793537325,0.0,55.45,0.8181818181818182,0.13564668769716087,0.688450085910653
6,37194,HRL_Both_Enabled_1200,True,True,1200,0.6702857428623503,5.5125,55.635,1.0,0.29274447949526816,0.5657773052691868
6,37194,HRL_Manual_Only_1200,True,False,1200,0.893069529494583,7.2675,0.0,1.0,0.38801261829652994,0.2757371563573884
6,37194,HRL_Incentive_Only_1200,False,True,1200,0.581671385271782,0.0,55.7,1.0,0.24605678233438485,0.6507945160366553
7,87498,HRL_Both_Enabled_900,True,True,900,0.6043277364920254,3.6225,55.49,1.0,0.23596214511041008,0.5899247995418099
7,87498,HRL_Manual_Only_900,True,False,900,0.8355418270644087,7.515,0.0,1.0,0.30977917981072556,0.2980331042382589
7,87498,HRL_Incentive_Only_900,False,True,900,0.5341345058727006,0.0,55.475,0.9122807017543859,0.16971608832807572,0.6943070255822833
7,87498,HRL_Both_Enabled_600,True,True,600,0.4621580128868956,4.9475,53.8725,1.0,0.15457413249211358,0.6810411512027492
7,87498,HRL_Manual_Only_600,True,False,600,0.6734271258804043,5.2375,0.0,1.0,0.22586750788643534,0.4044195589919817
7,87498,HRL_Incentive_Only_600,False,True,600,0.49458944224075213,0.0,54.8475,0.9,0.14384858044164037,0.7049710194730815
7,87498,HRL_Both_Enabled_1200,True,True,1200,0.6685645013546397,5.3675,55.1325,1.0,0.2744479495268139,0.5711175687285224
