configuration,configuration,manual_rebalancing,incentive_rebalancing,fleet_size,mean_satisfied_ratio_mean,mean_satisfied_ratio_std,mean_rebalanced_vehicles_manually_mean,mean_rebalanced_vehicles_manually_std,mean_rebalanced_vehicles_incentives_mean,mean_rebalanced_vehicles_incentives_std,max_satisfied_ratio_mean,max_satisfied_ratio_std,min_satisfied_ratio_mean,min_satisfied_ratio_std,mean_gini_index_mean,mean_gini_index_std
HRL_Both_Enabled_1200,HRL_Both_Enabled_1200,True,True,1200,0.7198,0.0225,6.5795,0.7333,19.6482,0.1558,1.0,0.0,0.2915,0.0155,0.4592,0.0145
HRL_Both_Enabled_600,HRL_Both_Enabled_600,True,True,600,0.4774,0.0243,4.7487,0.3222,19.7491,0.2253,1.0,0.0,0.1761,0.0117,0.5854,0.0325
HRL_Both_Enabled_900,HRL_Both_Enabled_900,True,True,900,0.6389,0.0461,5.0956,0.9864,19.6488,0.1374,1.0,0.0,0.2435,0.0296,0.4677,0.0319
HRL_Incentive_Only_1200,HRL_Incentive_Only_1200,False,True,1200,0.5641,0.0041,0.0,0.0,19.2612,0.1972,0.9262,0.0238,0.183,0.0044,0.5411,0.0029
HRL_Incentive_Only_600,HRL_Incentive_Only_600,False,True,600,0.4784,0.0049,0.0,0.0,19.1954,0.1612,0.843,0.0147,0.117,0.0042,0.5583,0.0039
HRL_Incentive_Only_900,HRL_Incentive_Only_900,False,True,900,0.532,0.0055,0.0,0.0,19.244,0.2323,0.8977,0.0436,0.1537,0.0036,0.5483,0.0048
HRL_Manual_Only_1200,HRL_Manual_Only_1200,True,False,1200,0.903,0.0,7.82,0.0,0.0,0.0,1.0,0.0,0.3943,0.0,0.2038,0.0
HRL_Manual_Only_600,HRL_Manual_Only_600,True,False,600,0.7477,0.0,6.765,0.0,0.0,0.0,1.0,0.0,0.2184,0.0,0.2814,0.0
HRL_Manual_Only_900,HRL_Manual_Only_900,True,False,900,0.8438,0.0,6.865,0.0,0.0,0.0,1.0,0.0,0.3187,0.0,0.241,0.0
